,Date,Store listing visitors: All traffic sources,Store listing visitors: Ads and referrals,Store listing visitors: Google Play explore,Store listing visitors: Google Play search,Store listing acquisitions: All traffic sources,Store listing acquisitions: Ads and referrals,Store listing acquisitions: Google Play explore,Store listing acquisitions: Google Play search,Store listing conversion rate: All traffic sources,Store listing conversion rate: Peers' median (All traffic sources),Store listing conversion rate: 25th percentile (All traffic sources),Store listing conversion rate: 75th percentile (All traffic sources),Store listing conversion rate: Ads and referrals,Store listing conversion rate: Google Play explore,Store listing conversion rate: Google Play search,Notes,pull_date
0,25 Oct 2022,0,0,0,0,0,0,0,0,0%,-,-,-,0%,0%,0%,Roll-out of release: Started roll-out of 3 (0.9.5) at 100%.,2024-12-18
1,26 Oct 2022,0,0,0,0,0,0,0,0,0%,41.62%,30%,52.85%,0%,0%,0%,Roll-out of release: Started roll-out of 4 (0.9.6) at 100%.,2024-12-18
2,27 Oct 2022,0,0,0,0,0,0,0,0,0%,41.67%,30.27%,53%,0%,0%,0%,,2024-12-18
3,28 Oct 2022,0,0,0,0,0,0,0,0,0%,41.30%,30.12%,52.78%,0%,0%,0%,,2024-12-18
4,29 Oct 2022,5,0,0,5,2,0,0,2,40%,41.27%,29.88%,52.74%,0%,0%,40%,,2024-12-18
5,30 Oct 2022,"1,035",439,10,586,882,351,2,529,85.22%,41.41%,30.33%,52.99%,79.95%,20%,90.27%,,2024-12-18
6,31 Oct 2022,"1,093",289,16,788,924,223,9,692,84.54%,41.67%,30.43%,53.01%,77.16%,56.25%,87.82%,,2024-12-18
7,1 Nov 2022,629,166,19,444,514,127,4,383,81.72%,42.05%,30.77%,53.42%,76.51%,21.05%,86.26%,,2024-12-18
8,2 Nov 2022,321,92,6,223,244,66,0,178,76.01%,41.67%,30.56%,53.03%,71.74%,0%,79.82%,,2024-12-18
9,3 Nov 2022,275,71,8,196,208,47,1,160,75.64%,41.67%,30.63%,53.10%,66.20%,12.50%,81.63%,Roll-out of release: Started roll-out of 5 (0.9.7) at 100%.,2024-12-18
10,4 Nov 2022,289,48,5,236,236,33,2,201,81.66%,41.28%,30.07%,52.69%,68.75%,40%,85.17%,,2024-12-18
11,5 Nov 2022,456,268,5,183,203,43,2,158,44.52%,40.98%,29.73%,52.13%,16.04%,40%,86.34%,,2024-12-18
12,6 Nov 2022,317,86,6,225,240,51,4,185,75.71%,41.67%,30.30%,52.73%,59.30%,66.67%,82.22%,Roll-out of release: Started roll-out of 7 (0.9.9) at 100%.,2024-12-18
13,7 Nov 2022,246,100,6,140,176,65,1,110,71.54%,41.96%,30.56%,53.21%,65%,16.67%,78.57%,,2024-12-18
14,8 Nov 2022,208,50,3,155,159,24,0,135,76.44%,41.86%,30.74%,53.33%,48%,0%,87.10%,,2024-12-18
15,9 Nov 2022,180,49,1,130,136,31,0,105,75.56%,41.90%,30.70%,53.33%,63.27%,0%,80.77%,,2024-12-18
16,10 Nov 2022,106,19,2,85,76,11,1,64,71.70%,41.67%,30.43%,53.06%,57.89%,50%,75.29%,,2024-12-18
17,11 Nov 2022,143,41,1,101,111,29,0,82,77.62%,41.51%,30.12%,52.63%,70.73%,0%,81.19%,,2024-12-18
18,12 Nov 2022,170,45,0,125,132,33,0,99,77.65%,41.12%,30.39%,52.51%,73.33%,0%,79.20%,,2024-12-18
19,13 Nov 2022,157,29,2,126,121,20,0,101,77.07%,41.81%,30.65%,52.77%,68.97%,0%,80.16%,,2024-12-18
20,14 Nov 2022,148,25,5,118,115,17,2,96,77.70%,41.98%,30.86%,53.44%,68%,40%,81.36%,Roll-out of release: Started roll-out of 8 (0.9.10) at 100%.,2024-12-18
21,15 Nov 2022,155,49,3,103,120,40,1,79,77.42%,41.73%,30.97%,53.09%,81.63%,33.33%,76.70%,Roll-out of release: Started roll-out of 9 (0.9.10) at 100%. Roll-out of release: Started roll-out of 10 (0.9.10) at 100%.,2024-12-18
22,16 Nov 2022,120,30,0,90,96,26,0,70,80%,41.86%,30.70%,53.33%,86.67%,0%,77.78%,,2024-12-18
23,17 Nov 2022,64,16,1,47,51,12,0,39,79.69%,41.88%,30.77%,53.10%,75%,0%,82.98%,,2024-12-18
24,18 Nov 2022,104,26,4,74,63,14,2,47,60.58%,41.67%,30.51%,52.94%,53.85%,50%,63.51%,,2024-12-18
25,19 Nov 2022,305,246,3,56,64,17,0,47,20.98%,41.24%,30.16%,52.63%,6.91%,0%,83.93%,Roll-out of release: Started roll-out of 11 (0.9.11) at 100%.,2024-12-18
26,20 Nov 2022,733,679,3,51,205,167,0,38,27.97%,42.09%,30.61%,53.18%,24.59%,0%,74.51%,,2024-12-18
27,21 Nov 2022,487,283,9,195,125,73,0,52,25.67%,41.94%,30.84%,53%,25.80%,0%,26.67%,,2024-12-18
28,22 Nov 2022,66,12,3,51,48,9,0,39,72.73%,41.89%,30.80%,53.27%,75%,0%,76.47%,Roll-out of release: Started roll-out of 12 (0.9.12) at 100%.,2024-12-18
29,23 Nov 2022,45,6,0,39,35,4,0,31,77.78%,41.85%,30.77%,53.10%,66.67%,0%,79.49%,,2024-12-18
30,24 Nov 2022,86,29,3,54,65,23,1,41,75.58%,41.50%,30.43%,52.94%,79.31%,33.33%,75.93%,,2024-12-18
31,25 Nov 2022,72,21,0,51,53,16,0,37,73.61%,41.43%,30.26%,52.68%,76.19%,0%,72.55%,,2024-12-18
32,26 Nov 2022,68,25,3,40,38,10,1,27,55.88%,41.03%,30%,52.17%,40%,33.33%,67.50%,,2024-12-18
33,27 Nov 2022,37,8,0,29,29,8,0,21,78.38%,41.82%,30.56%,52.94%,100%,0%,72.41%,,2024-12-18
34,28 Nov 2022,65,23,1,41,48,17,0,31,73.85%,42.11%,31.02%,53.01%,73.91%,0%,75.61%,,2024-12-18
35,29 Nov 2022,69,33,0,36,31,9,0,22,44.93%,41.87%,30.82%,53.10%,27.27%,0%,61.11%,,2024-12-18
36,30 Nov 2022,117,23,2,92,86,20,2,64,73.50%,41.94%,30.77%,53.08%,86.96%,100%,69.57%,,2024-12-18
37,1 Dec 2022,74,12,2,60,49,8,0,41,66.22%,41.24%,30%,52.94%,66.67%,0%,68.33%,Roll-out of release: Started roll-out of 13 (0.9.13) at 100%.,2024-12-18
38,2 Dec 2022,79,19,2,58,51,13,0,38,64.56%,41.40%,30.23%,52.44%,68.42%,0%,65.52%,,2024-12-18
39,3 Dec 2022,70,18,0,52,44,15,0,29,62.86%,40.86%,29.63%,52.27%,83.33%,0%,55.77%,,2024-12-18
40,4 Dec 2022,58,10,0,48,40,10,0,30,68.97%,41.80%,30.64%,52.86%,100%,0%,62.50%,,2024-12-18
41,5 Dec 2022,66,14,1,51,45,11,0,34,68.18%,41.66%,30.50%,52.71%,78.57%,0%,66.67%,,2024-12-18
42,6 Dec 2022,79,24,2,53,50,20,0,30,63.29%,41.78%,30.77%,53%,83.33%,0%,56.60%,,2024-12-18
43,7 Dec 2022,315,202,3,110,234,169,0,65,74.29%,41.67%,30.40%,52.93%,83.66%,0%,59.09%,,2024-12-18
44,8 Dec 2022,346,246,3,97,259,195,0,64,74.86%,41.58%,30.41%,53%,79.27%,0%,65.98%,,2024-12-18
45,9 Dec 2022,366,261,3,102,266,198,0,68,72.68%,40.85%,29.63%,52%,75.86%,0%,66.67%,,2024-12-18
46,10 Dec 2022,143,83,0,60,90,54,0,36,62.94%,40.73%,29.49%,52.04%,65.06%,0%,60%,,2024-12-18
47,11 Dec 2022,254,103,3,148,197,81,0,116,77.56%,41.92%,30.65%,52.95%,78.64%,0%,78.38%,,2024-12-18
48,12 Dec 2022,550,428,6,116,331,254,1,76,60.18%,41.73%,30.38%,52.77%,59.35%,16.67%,65.52%,,2024-12-18
49,13 Dec 2022,"1,682","1,281",21,380,328,292,3,33,19.50%,41.67%,30.52%,53.19%,22.79%,14.29%,8.68%,,2024-12-18
50,14 Dec 2022,879,645,7,227,178,147,0,31,20.25%,41.63%,30.43%,52.87%,22.79%,0%,13.66%,,2024-12-18
51,15 Dec 2022,"1,373","1,007",32,334,263,235,5,23,19.16%,41.41%,30.34%,52.83%,23.34%,15.63%,6.89%,Roll-out of release: Started roll-out of 14 (0.9.14) at 100%.,2024-12-18
52,16 Dec 2022,487,328,11,148,128,79,3,46,26.28%,40.87%,29.63%,52.27%,24.09%,27.27%,31.08%,,2024-12-18
53,17 Dec 2022,95,27,3,65,30,9,0,21,31.58%,41.18%,29.68%,52.38%,33.33%,0%,32.31%,,2024-12-18
54,18 Dec 2022,118,65,3,50,27,11,0,16,22.88%,41.67%,30.45%,52.98%,16.92%,0%,32%,,2024-12-18
55,19 Dec 2022,152,73,3,76,66,29,0,37,43.42%,41.79%,30.36%,52.94%,39.73%,0%,48.68%,,2024-12-18
56,20 Dec 2022,68,20,3,45,24,9,1,14,35.29%,41.67%,30.52%,52.88%,45%,33.33%,31.11%,,2024-12-18
57,21 Dec 2022,87,40,3,44,31,13,1,17,35.63%,41.67%,30.06%,52.98%,32.50%,33.33%,38.64%,,2024-12-18
58,22 Dec 2022,97,29,6,62,47,12,0,35,48.45%,41.44%,30%,52.63%,41.38%,0%,56.45%,,2024-12-18
59,23 Dec 2022,75,10,4,61,47,8,0,39,62.67%,41.04%,29.83%,52.50%,80%,0%,63.93%,,2024-12-18
60,24 Dec 2022,41,7,1,33,30,5,0,25,73.17%,41.01%,29.45%,52.59%,71.43%,0%,75.76%,,2024-12-18
61,25 Dec 2022,92,4,7,81,31,1,1,29,33.70%,41.27%,29.88%,52.66%,25%,14.29%,35.80%,,2024-12-18
62,26 Dec 2022,188,9,4,175,56,6,1,49,29.79%,41.34%,30.37%,52.50%,66.67%,25%,28%,,2024-12-18
63,27 Dec 2022,165,8,5,152,51,2,1,48,30.91%,41.46%,30.15%,52.63%,25%,20%,31.58%,,2024-12-18
64,28 Dec 2022,156,6,11,139,35,2,1,32,22.44%,41.67%,30.21%,52.78%,33.33%,9.09%,23.02%,,2024-12-18
65,29 Dec 2022,137,8,3,126,29,3,0,26,21.17%,41.44%,30%,52.63%,37.50%,0%,20.63%,Roll-out of release: Started roll-out of 15 (0.9.15) at 100%.,2024-12-18
66,30 Dec 2022,148,6,1,141,53,4,1,48,35.81%,41.18%,29.75%,52.46%,66.67%,100%,34.04%,,2024-12-18
67,31 Dec 2022,103,3,3,97,24,3,0,21,23.30%,41.44%,29.73%,53.33%,100%,0%,21.65%,,2024-12-18
68,1 Jan 2023,134,7,8,119,40,3,0,37,29.85%,41.58%,30.03%,52.72%,42.86%,0%,31.09%,,2024-12-18
69,2 Jan 2023,"2,155","2,023",7,125,81,49,0,32,3.76%,41.79%,30.47%,53%,2.42%,0%,25.60%,,2024-12-18
70,3 Jan 2023,"1,121",494,39,588,113,74,2,37,10.08%,41.90%,30.51%,53.47%,14.98%,5.13%,6.29%,,2024-12-18
71,4 Jan 2023,"1,702","1,134",30,538,155,120,2,33,9.11%,42.17%,30.92%,53.58%,10.58%,6.67%,6.13%,,2024-12-18
72,5 Jan 2023,"2,727","1,809",33,885,253,191,6,56,9.28%,41.98%,30.42%,53.33%,10.56%,18.18%,6.33%,Roll-out of release: Started roll-out of 16 (0.9.16) at 100%.,2024-12-18
73,6 Jan 2023,"3,326","2,662",29,635,142,115,1,26,4.27%,41.72%,30.49%,53.25%,4.32%,3.45%,4.09%,Roll-out of release: Started roll-out of 17 (0.9.17) at 100%.,2024-12-18
74,7 Jan 2023,"4,639","4,003",24,612,193,162,1,30,4.16%,41.67%,30.56%,52.94%,4.05%,4.17%,4.90%,,2024-12-18
75,8 Jan 2023,"4,700","4,191",17,492,165,145,1,19,3.51%,42.34%,30.85%,53.47%,3.46%,5.88%,3.86%,,2024-12-18
76,9 Jan 2023,"7,685","6,722",47,916,327,295,2,30,4.26%,41.94%,30.77%,53.33%,4.39%,4.26%,3.28%,,2024-12-18
77,10 Jan 2023,"9,730","8,263",63,"1,404",424,396,2,26,4.36%,42.08%,31.01%,53.57%,4.79%,3.17%,1.85%,,2024-12-18
78,11 Jan 2023,"6,134","4,076",65,"1,993",742,698,3,41,12.10%,42.06%,30.65%,53.33%,17.12%,4.62%,2.06%,Roll-out of release: Started roll-out of 19 (0.9.19) at 100%. Roll-out of release: Started roll-out of 20 (0.9.20) at 100%.,2024-12-18
79,12 Jan 2023,"6,867","5,038",60,"1,769",710,679,3,28,10.34%,41.86%,30.45%,53.33%,13.48%,5%,1.58%,,2024-12-18
80,13 Jan 2023,"7,944","6,717",59,"1,168",744,695,5,44,9.37%,41.12%,29.89%,52.30%,10.35%,8.47%,3.77%,,2024-12-18
81,14 Jan 2023,"6,046","4,546",54,"1,446",930,881,7,42,15.38%,41.31%,29.75%,52.54%,19.38%,12.96%,2.90%,,2024-12-18
82,15 Jan 2023,"4,836","3,465",43,"1,328",739,690,11,38,15.28%,42.01%,30.49%,53.49%,19.91%,25.58%,2.86%,,2024-12-18
83,16 Jan 2023,"1,641","1,325",26,290,231,200,2,29,14.08%,41.86%,30.56%,53.27%,15.09%,7.69%,10%,,2024-12-18
84,17 Jan 2023,"1,940","1,571",13,356,297,269,4,24,15.31%,42.27%,31.07%,53.66%,17.12%,30.77%,6.74%,,2024-12-18
85,18 Jan 2023,552,465,6,81,25,5,0,20,4.53%,42.38%,31.11%,53.71%,1.08%,0%,24.69%,,2024-12-18
86,19 Jan 2023,530,435,5,90,34,6,0,28,6.42%,42.31%,30.91%,53.58%,1.38%,0%,31.11%,,2024-12-18
87,20 Jan 2023,543,412,6,125,46,5,1,40,8.47%,41.83%,30.56%,52.96%,1.21%,16.67%,32%,,2024-12-18
88,21 Jan 2023,563,476,4,83,40,7,1,32,7.10%,41.67%,30.18%,53.01%,1.47%,25%,38.55%,,2024-12-18
89,22 Jan 2023,"5,514","4,303",31,"1,180",975,921,7,47,17.68%,42.42%,31.25%,53.51%,21.40%,22.58%,3.98%,,2024-12-18
90,23 Jan 2023,"2,206","1,849",10,347,356,329,5,22,16.14%,42.47%,31.25%,53.85%,17.79%,50%,6.34%,,2024-12-18
91,24 Jan 2023,"2,209","1,859",11,339,331,311,1,19,14.98%,42.35%,31.25%,53.91%,16.73%,9.09%,5.60%,,2024-12-18
92,25 Jan 2023,"1,902","1,652",10,240,219,199,0,20,11.51%,42.86%,31.35%,54.27%,12.05%,0%,8.33%,,2024-12-18
93,26 Jan 2023,"1,553","1,436",12,105,167,147,1,19,10.75%,42.74%,31.47%,54.01%,10.24%,8.33%,18.10%,,2024-12-18
94,27 Jan 2023,"1,652","1,532",8,112,194,179,1,14,11.74%,42.37%,31.03%,53.65%,11.68%,12.50%,12.50%,Roll-out of release: Started roll-out of 22 (0.9.22) at 100%.,2024-12-18
95,28 Jan 2023,"1,625","1,501",17,107,191,171,1,19,11.75%,42.11%,30.98%,53.57%,11.39%,5.88%,17.76%,,2024-12-18
96,29 Jan 2023,"1,663","1,522",12,129,199,175,1,23,11.97%,42.86%,31.58%,54.21%,11.50%,8.33%,17.83%,,2024-12-18
97,30 Jan 2023,"1,598","1,491",11,96,196,171,2,23,12.27%,42.86%,31.58%,54.13%,11.47%,18.18%,23.96%,Roll-out of release: Started roll-out of 24 (0.9.24) at 100%.,2024-12-18
98,31 Jan 2023,"1,277","1,162",9,106,157,146,1,10,12.29%,42.86%,31.35%,54.16%,12.56%,11.11%,9.43%,,2024-12-18
99,1 Feb 2023,"1,327","1,189",5,133,175,153,1,21,13.19%,42.64%,31.62%,54.21%,12.87%,20%,15.79%,Roll-out of release: Started roll-out of 25 (0.9.24) at 100%.,2024-12-18
100,2 Feb 2023,"1,847","1,448",12,387,231,215,1,15,12.51%,42.86%,31.35%,54.16%,14.85%,8.33%,3.88%,,2024-12-18
101,3 Feb 2023,"2,444","1,481",11,952,217,187,7,23,8.88%,42.86%,31.46%,54.17%,12.63%,63.64%,2.42%,,2024-12-18
102,4 Feb 2023,"2,670","1,465",19,"1,186",185,173,2,10,6.93%,41.94%,30.77%,53.33%,11.81%,10.53%,0.84%,,2024-12-18
103,5 Feb 2023,"2,385","1,291",11,"1,083",179,172,0,7,7.51%,42.80%,31.25%,53.90%,13.32%,0%,0.65%,,2024-12-18
104,6 Feb 2023,"2,962","1,390",13,"1,559",208,195,0,13,7.02%,42.86%,31.54%,54.48%,14.03%,0%,0.83%,,2024-12-18
105,7 Feb 2023,"2,117","1,313",5,799,179,170,2,7,8.46%,42.86%,31.52%,54.10%,12.95%,40%,0.88%,,2024-12-18
106,8 Feb 2023,"2,079","1,371",7,701,184,164,3,17,8.85%,42.86%,31.51%,54.26%,11.96%,42.86%,2.43%,,2024-12-18
107,9 Feb 2023,"1,887","1,124",8,755,188,174,1,13,9.96%,42.86%,31.30%,54.33%,15.48%,12.50%,1.72%,,2024-12-18
108,10 Feb 2023,"2,277","1,251",13,"1,013",213,191,3,19,9.35%,42.71%,31.19%,53.85%,15.27%,23.08%,1.88%,,2024-12-18
109,11 Feb 2023,"2,383","1,349",11,"1,023",213,201,2,10,8.94%,42.22%,30.84%,53.49%,14.90%,18.18%,0.98%,,2024-12-18
110,12 Feb 2023,"2,083","1,100",9,974,278,259,0,19,13.35%,42.78%,31.54%,54.06%,23.55%,0%,1.95%,,2024-12-18
111,13 Feb 2023,"2,173","1,367",11,795,274,255,0,19,12.61%,42.52%,31.25%,53.95%,18.65%,0%,2.39%,,2024-12-18
112,14 Feb 2023,"1,523","1,138",15,370,222,212,1,9,14.58%,42.86%,31.63%,54.05%,18.63%,6.67%,2.43%,,2024-12-18
113,15 Feb 2023,"1,923","1,552",10,361,353,338,3,12,18.36%,42.87%,31.86%,54.17%,21.78%,30%,3.32%,,2024-12-18
114,16 Feb 2023,"1,476","1,077",7,392,230,210,2,18,15.58%,43.02%,31.56%,54.12%,19.50%,28.57%,4.59%,,2024-12-18
115,17 Feb 2023,"1,348","1,114",9,225,239,230,1,8,17.73%,42.47%,31.22%,53.66%,20.65%,11.11%,3.56%,,2024-12-18
116,18 Feb 2023,"1,431","1,082",6,343,239,220,1,18,16.70%,42.42%,31.17%,53.85%,20.33%,16.67%,5.25%,,2024-12-18
117,19 Feb 2023,768,669,91,8,165,156,4,5,21.48%,42.86%,31.58%,54%,23.32%,4.40%,62.50%,Roll-out of release: Started roll-out of 26 (0.9.26) at 100%.,2024-12-18
118,20 Feb 2023,795,584,190,21,256,230,13,13,32.20%,42.55%,31.58%,53.73%,39.38%,6.84%,61.90%,Roll-out of release: Started roll-out of 27 (0.9.27) at 100%.,2024-12-18
119,21 Feb 2023,696,560,110,26,198,176,10,12,28.45%,42.86%,31.71%,54.26%,31.43%,9.09%,46.15%,Roll-out of release: Started roll-out of 28 (0.9.28) at 100%. Roll-out of release: Started roll-out of 29 (0.9.29) at 100%.,2024-12-18
120,22 Feb 2023,552,495,41,16,172,158,3,11,31.16%,42.59%,31.43%,53.68%,31.92%,7.32%,68.75%,,2024-12-18
121,23 Feb 2023,554,514,31,9,185,175,3,7,33.39%,42.67%,31.57%,53.91%,34.05%,9.68%,77.78%,,2024-12-18
122,24 Feb 2023,603,559,26,18,200,185,4,11,33.17%,42.37%,31.17%,53.35%,33.09%,15.38%,61.11%,,2024-12-18
123,25 Feb 2023,655,613,27,15,193,186,0,7,29.47%,42.11%,31.04%,53.33%,30.34%,0%,46.67%,,2024-12-18
124,26 Feb 2023,544,481,39,24,193,179,2,12,35.48%,42.47%,31.58%,53.74%,37.21%,5.13%,50%,,2024-12-18
125,27 Feb 2023,513,465,29,19,194,179,3,12,37.82%,42.59%,31.36%,53.39%,38.49%,10.34%,63.16%,,2024-12-18
126,28 Feb 2023,558,462,36,60,217,180,2,35,38.89%,41.10%,30.28%,52.10%,38.96%,5.56%,58.33%,,2024-12-18
127,1 Mar 2023,512,451,35,26,186,166,4,16,36.33%,41.18%,30.25%,52.11%,36.81%,11.43%,61.54%,,2024-12-18
128,2 Mar 2023,447,386,37,24,166,146,6,14,37.14%,40.81%,30.22%,51.90%,37.82%,16.22%,58.33%,,2024-12-18
129,3 Mar 2023,600,529,49,22,198,181,9,8,33%,40.67%,30%,51.54%,34.22%,18.37%,36.36%,,2024-12-18
130,4 Mar 2023,446,387,40,19,173,156,6,11,38.79%,40.28%,29.63%,51.44%,40.31%,15%,57.89%,,2024-12-18
131,5 Mar 2023,435,391,29,15,151,138,4,9,34.71%,40.87%,30.12%,51.72%,35.29%,13.79%,60%,,2024-12-18
132,6 Mar 2023,458,415,28,15,151,142,4,5,32.97%,41.05%,30.34%,52%,34.22%,14.29%,33.33%,,2024-12-18
133,7 Mar 2023,495,455,25,15,170,163,1,6,34.34%,41.18%,30.12%,52.17%,35.82%,4%,40%,,2024-12-18
134,8 Mar 2023,444,399,29,16,121,112,1,8,27.25%,42.39%,30.77%,53.40%,28.07%,3.45%,50%,,2024-12-18
135,9 Mar 2023,498,441,41,16,171,159,6,6,34.34%,42.11%,30.73%,53.33%,36.05%,14.63%,37.50%,,2024-12-18
136,10 Mar 2023,520,473,34,13,170,162,1,7,32.69%,42.08%,30.77%,53.23%,34.25%,2.94%,53.85%,,2024-12-18
137,11 Mar 2023,593,541,31,21,181,166,4,11,30.52%,41.43%,30%,52.63%,30.68%,12.90%,52.38%,,2024-12-18
138,12 Mar 2023,468,423,33,12,165,152,6,7,35.26%,41.80%,30.61%,53.23%,35.93%,18.18%,58.33%,,2024-12-18
139,13 Mar 2023,488,432,41,15,155,138,11,6,31.76%,42%,30.70%,53.13%,31.94%,26.83%,40%,Roll-out of release: Started roll-out of 30 (0.9.30) at 100%.,2024-12-18
140,14 Mar 2023,710,664,36,10,211,202,2,7,29.72%,41.85%,30.72%,53.13%,30.42%,5.56%,70%,,2024-12-18
141,15 Mar 2023,"1,690","1,608",57,25,384,366,4,14,22.72%,42.03%,30.88%,53.33%,22.76%,7.02%,56%,,2024-12-18
142,16 Mar 2023,"1,221","1,163",43,15,319,306,4,9,26.13%,42.01%,30.74%,53.25%,26.31%,9.30%,60%,,2024-12-18
143,17 Mar 2023,"1,446","1,374",54,18,369,350,10,9,25.52%,41.77%,30.40%,52.89%,25.47%,18.52%,50%,,2024-12-18
144,18 Mar 2023,"1,268","1,195",56,17,377,357,8,12,29.73%,41.46%,30.19%,52.83%,29.87%,14.29%,70.59%,,2024-12-18
145,19 Mar 2023,"1,319","1,259",44,16,359,344,7,8,27.22%,41.67%,30.54%,52.94%,27.32%,15.91%,50%,,2024-12-18
146,20 Mar 2023,"1,160","1,093",49,18,298,282,8,8,25.69%,41.82%,30.62%,53.13%,25.80%,16.33%,44.44%,,2024-12-18
147,21 Mar 2023,"1,294","1,202",70,22,329,299,12,18,25.43%,41.89%,30.77%,52.94%,24.88%,17.14%,81.82%,,2024-12-18
148,22 Mar 2023,"1,222","1,152",48,22,328,311,5,12,26.84%,42.86%,31.70%,53.85%,27%,10.42%,54.55%,,2024-12-18
149,23 Mar 2023,"1,111","1,025",68,18,324,302,13,9,29.16%,42.13%,31.14%,53.56%,29.46%,19.12%,50%,,2024-12-18
150,24 Mar 2023,"1,139","1,065",57,17,328,309,10,9,28.80%,42.02%,30.65%,53.13%,29.01%,17.54%,52.94%,,2024-12-18
151,25 Mar 2023,"1,156","1,095",43,18,297,282,3,12,25.69%,41.85%,30.57%,52.64%,25.75%,6.98%,66.67%,,2024-12-18
152,26 Mar 2023,"1,093","1,032",48,13,339,329,3,7,31.02%,42.06%,31.10%,53.27%,31.88%,6.25%,53.85%,Roll-out of release: Started roll-out of 31 (0.9.31) at 100%.,2024-12-18
153,27 Mar 2023,"1,067","1,000",54,13,311,296,10,5,29.15%,42.11%,31.15%,53.33%,29.60%,18.52%,38.46%,,2024-12-18
154,28 Mar 2023,936,878,43,15,292,279,6,7,31.20%,42.52%,31.33%,53.85%,31.78%,13.95%,46.67%,Roll-out of release: Started roll-out of 32 (0.9.31) at 100%.,2024-12-18
