,Date,Store listing visitors: All traffic sources,Store listing visitors: Ads and referrals,Store listing visitors: Google Play explore,Store listing visitors: Google Play search,Store listing acquisitions: All traffic sources,Store listing acquisitions: Ads and referrals,Store listing acquisitions: Google Play explore,Store listing acquisitions: Google Play search,Store listing conversion rate: All traffic sources,Store listing conversion rate: Peers' median (All traffic sources),Store listing conversion rate: 25th percentile (All traffic sources),Store listing conversion rate: 75th percentile (All traffic sources),Store listing conversion rate: Ads and referrals,Store listing conversion rate: Google Play explore,Store listing conversion rate: Google Play search,Notes,pull_date
155,29 Mar 2023,989,918,61,10,279,262,12,5,28.21%,42.09%,31.08%,53.57%,28.54%,19.67%,50%,,2024-12-18
156,30 Mar 2023,997,926,50,21,245,221,13,11,24.57%,42.42%,31.25%,53.47%,23.87%,26%,52.38%,,2024-12-18
157,31 Mar 2023,859,805,45,9,219,205,10,4,25.49%,41.78%,30.77%,53.06%,25.47%,22.22%,44.44%,,2024-12-18
158,1 Apr 2023,"1,034",949,58,27,266,241,8,17,25.73%,41.43%,30.23%,52.77%,25.40%,13.79%,62.96%,,2024-12-18
159,2 Apr 2023,931,877,43,11,245,231,8,6,26.32%,42.05%,31.02%,53.24%,26.34%,18.60%,54.55%,,2024-12-18
160,3 Apr 2023,943,868,58,17,198,177,9,12,21%,41.71%,30.49%,52.81%,20.39%,15.52%,70.59%,,2024-12-18
161,4 Apr 2023,"1,010",953,45,12,206,196,5,5,20.40%,41.82%,30.53%,53.19%,20.57%,11.11%,41.67%,,2024-12-18
162,5 Apr 2023,820,773,36,11,194,183,5,6,23.66%,42%,30.68%,53.03%,23.67%,13.89%,54.55%,,2024-12-18
163,6 Apr 2023,888,820,51,17,180,167,2,11,20.27%,41.71%,30.49%,52.71%,20.37%,3.92%,64.71%,Roll-out of release: Started roll-out of 33 (1.0.0) at 100%.,2024-12-18
164,7 Apr 2023,712,654,46,12,185,168,10,7,25.98%,41.38%,30.20%,52.73%,25.69%,21.74%,58.33%,,2024-12-18
165,8 Apr 2023,810,743,58,9,230,216,8,6,28.40%,41.36%,30.21%,52.63%,29.07%,13.79%,66.67%,,2024-12-18
166,9 Apr 2023,775,709,51,15,242,223,8,11,31.23%,41.54%,30.34%,52.81%,31.45%,15.69%,73.33%,,2024-12-18
167,10 Apr 2023,604,560,36,8,145,136,4,5,24.01%,41.34%,30.12%,52.54%,24.29%,11.11%,62.50%,,2024-12-18
168,11 Apr 2023,741,650,67,24,161,141,7,13,21.73%,41.67%,30.42%,53.13%,21.69%,10.45%,54.17%,,2024-12-18
169,12 Apr 2023,756,673,70,13,134,117,9,8,17.72%,41.67%,30.77%,52.94%,17.38%,12.86%,61.54%,,2024-12-18
170,13 Apr 2023,782,697,69,16,173,156,8,9,22.12%,41.70%,30.54%,53.19%,22.38%,11.59%,56.25%,,2024-12-18
171,14 Apr 2023,813,749,46,18,195,168,15,12,23.99%,41.67%,30.12%,52.94%,22.43%,32.61%,66.67%,,2024-12-18
172,15 Apr 2023,971,891,55,25,228,201,14,13,23.48%,41.20%,29.86%,52.54%,22.56%,25.45%,52%,,2024-12-18
173,16 Apr 2023,"1,041",979,53,9,247,230,10,7,23.73%,41.74%,30.66%,53.33%,23.49%,18.87%,77.78%,,2024-12-18
174,17 Apr 2023,"1,123","1,064",47,12,330,319,2,9,29.39%,41.86%,30.65%,53.13%,29.98%,4.26%,75%,,2024-12-18
175,18 Apr 2023,905,841,46,18,201,183,6,12,22.21%,42%,30.57%,53.41%,21.76%,13.04%,66.67%,,2024-12-18
176,19 Apr 2023,965,894,52,19,259,242,8,9,26.84%,41.67%,30.04%,53.13%,27.07%,15.38%,47.37%,,2024-12-18
177,20 Apr 2023,"1,302","1,247",39,16,405,387,7,11,31.11%,41.53%,30%,53.13%,31.03%,17.95%,68.75%,,2024-12-18
178,21 Apr 2023,974,923,26,25,365,354,2,9,37.47%,41.24%,29.80%,52.63%,38.35%,7.69%,36%,,2024-12-18
179,22 Apr 2023,"1,053",880,48,125,367,315,8,44,34.85%,41.43%,29.81%,52.63%,35.80%,16.67%,35.20%,,2024-12-18
180,23 Apr 2023,861,676,61,124,240,174,14,52,27.87%,41.86%,30.52%,53.40%,25.74%,22.95%,41.94%,,2024-12-18
181,24 Apr 2023,963,821,45,97,238,204,5,29,24.71%,41.82%,30.43%,53.13%,24.85%,11.11%,29.90%,,2024-12-18
182,25 Apr 2023,"1,042",908,62,72,284,243,12,29,27.26%,41.94%,30.30%,52.94%,26.76%,19.35%,40.28%,,2024-12-18
183,26 Apr 2023,"1,089",998,49,42,322,292,14,16,29.57%,41.87%,30.20%,53.01%,29.26%,28.57%,38.10%,,2024-12-18
184,27 Apr 2023,"1,211","1,099",55,57,353,318,12,23,29.15%,41.67%,30.23%,53.17%,28.94%,21.82%,40.35%,,2024-12-18
185,28 Apr 2023,"1,142","1,020",71,51,316,261,22,33,27.67%,41.36%,30%,52.73%,25.59%,30.99%,64.71%,,2024-12-18
186,29 Apr 2023,"1,162","1,064",67,31,349,317,14,18,30.03%,41.27%,29.75%,52.87%,29.79%,20.90%,58.06%,,2024-12-18
187,30 Apr 2023,"2,869","1,379","1,455",35,396,370,11,15,13.80%,41.59%,30%,52.94%,26.83%,0.76%,42.86%,,2024-12-18
188,1 May 2023,"3,944","1,126","2,791",27,306,277,15,14,7.76%,41.79%,30.43%,53.25%,24.60%,0.54%,51.85%,,2024-12-18
189,2 May 2023,"3,958","1,040","2,891",27,279,253,11,15,7.05%,42.11%,30.77%,53.57%,24.33%,0.38%,55.56%,,2024-12-18
190,3 May 2023,"2,556",860,"1,672",24,232,208,10,14,9.08%,42.20%,30.46%,53.87%,24.19%,0.60%,58.33%,,2024-12-18
191,4 May 2023,932,848,63,21,259,241,7,11,27.79%,42.03%,30.43%,53.44%,28.42%,11.11%,52.38%,,2024-12-18
192,5 May 2023,"2,148",964,"1,160",24,294,273,8,13,13.69%,42.05%,30%,53.68%,28.32%,0.69%,54.17%,Roll-out of release: Started roll-out of 45 (1.1.0) at 100%.,2024-12-18
193,6 May 2023,"4,122","1,005","3,092",25,291,271,9,11,7.06%,41.71%,30%,53.50%,26.97%,0.29%,44%,,2024-12-18
194,7 May 2023,"3,634","1,090","2,507",37,319,297,10,12,8.78%,42.31%,30.79%,53.73%,27.25%,0.40%,32.43%,,2024-12-18
195,8 May 2023,"3,581","1,117","2,440",24,279,260,5,14,7.79%,42.20%,30.59%,54%,23.28%,0.20%,58.33%,,2024-12-18
196,9 May 2023,"2,652","1,048","1,588",16,262,251,7,4,9.88%,42.80%,31.04%,54.49%,23.95%,0.44%,25%,,2024-12-18
197,10 May 2023,"1,066",978,72,16,267,253,3,11,25.05%,42.48%,30.77%,54.17%,25.87%,4.17%,68.75%,,2024-12-18
198,11 May 2023,755,672,68,15,148,133,7,8,19.60%,42.25%,30.48%,53.86%,19.79%,10.29%,53.33%,,2024-12-18
199,12 May 2023,629,533,85,11,136,122,6,8,21.62%,42.16%,30.39%,53.85%,22.89%,7.06%,72.73%,,2024-12-18
200,13 May 2023,688,586,81,21,177,160,8,9,25.73%,41.60%,29.79%,53.33%,27.30%,9.88%,42.86%,,2024-12-18
201,14 May 2023,736,635,73,28,173,155,5,13,23.51%,42.42%,30.77%,54.17%,24.41%,6.85%,46.43%,,2024-12-18
202,15 May 2023,"1,167","1,035",107,25,340,312,13,15,29.13%,42.38%,30.61%,53.85%,30.14%,12.15%,60%,,2024-12-18
203,16 May 2023,802,708,66,28,219,197,3,19,27.31%,42.86%,31.01%,54.55%,27.82%,4.55%,67.86%,,2024-12-18
204,17 May 2023,837,736,84,17,248,233,7,8,29.63%,42.31%,30.51%,53.85%,31.66%,8.33%,47.06%,,2024-12-18
205,18 May 2023,796,696,86,14,251,230,11,10,31.53%,42.28%,30.45%,53.45%,33.05%,12.79%,71.43%,,2024-12-18
206,19 May 2023,840,741,81,18,242,228,7,7,28.81%,42.08%,30.20%,53.57%,30.77%,8.64%,38.89%,,2024-12-18
207,20 May 2023,973,736,222,15,283,268,10,5,29.09%,41.86%,30.13%,53.57%,36.41%,4.50%,33.33%,,2024-12-18
208,21 May 2023,"1,188",797,368,23,273,257,5,11,22.98%,42.55%,30.77%,54.17%,32.25%,1.36%,47.83%,,2024-12-18
209,22 May 2023,"1,108",763,315,30,244,221,9,14,22.02%,42.43%,30.63%,53.85%,28.96%,2.86%,46.67%,,2024-12-18
210,23 May 2023,"1,139",696,401,42,216,193,5,18,18.96%,42.28%,30.67%,53.85%,27.73%,1.25%,42.86%,,2024-12-18
211,24 May 2023,"1,745","1,093",616,36,316,299,4,13,18.11%,42.72%,30.77%,54.20%,27.36%,0.65%,36.11%,,2024-12-18
212,25 May 2023,"1,525","1,003",488,34,332,303,9,20,21.77%,42.42%,30.63%,53.85%,30.21%,1.84%,58.82%,,2024-12-18
213,26 May 2023,"1,565",940,592,33,281,258,5,18,17.96%,41.91%,30.23%,53.41%,27.45%,0.84%,54.55%,,2024-12-18
214,27 May 2023,"1,771","1,082",655,34,338,308,12,18,19.09%,41.80%,30.36%,53.57%,28.47%,1.83%,52.94%,,2024-12-18
215,28 May 2023,"1,538",968,532,38,302,274,9,19,19.64%,42.11%,30.43%,53.70%,28.31%,1.69%,50%,,2024-12-18
216,29 May 2023,"1,501",927,489,85,308,259,10,39,20.52%,42.54%,30.77%,53.85%,27.94%,2.04%,45.88%,,2024-12-18
217,30 May 2023,"1,898","1,065",727,106,357,280,18,59,18.81%,42.53%,30.76%,54%,26.29%,2.48%,55.66%,,2024-12-18
218,31 May 2023,"1,215",645,379,191,330,208,19,103,27.16%,42.59%,30.77%,54.17%,32.25%,5.01%,53.93%,,2024-12-18
219,1 Jun 2023,448,213,101,134,204,94,15,95,45.54%,42.78%,30.77%,54.32%,44.13%,14.85%,70.90%,,2024-12-18
220,2 Jun 2023,421,235,109,77,168,114,6,48,39.90%,42.69%,30.89%,54.29%,48.51%,5.50%,62.34%,,2024-12-18
221,3 Jun 2023,372,237,94,41,141,114,8,19,37.90%,42.43%,30.59%,54.28%,48.10%,8.51%,46.34%,,2024-12-18
222,4 Jun 2023,308,205,75,28,136,106,13,17,44.16%,42.86%,31.17%,54.55%,51.71%,17.33%,60.71%,,2024-12-18
223,5 Jun 2023,313,204,81,28,134,104,10,20,42.81%,42.86%,31.16%,54.55%,50.98%,12.35%,71.43%,,2024-12-18
224,6 Jun 2023,435,284,110,41,170,138,10,22,39.08%,42.86%,31.07%,54.75%,48.59%,9.09%,53.66%,,2024-12-18
225,7 Jun 2023,918,821,72,25,320,296,12,12,34.86%,43.11%,31.37%,55.23%,36.05%,16.67%,48%,,2024-12-18
226,8 Jun 2023,"1,624","1,550",53,21,472,453,7,12,29.06%,44.40%,32.13%,56.19%,29.23%,13.21%,57.14%,,2024-12-18
227,9 Jun 2023,"1,474","1,379",63,32,383,363,4,16,25.98%,42.89%,31.19%,54.84%,26.32%,6.35%,50%,,2024-12-18
228,10 Jun 2023,"1,610","1,510",66,34,450,428,6,16,27.95%,42.55%,30.55%,54.39%,28.34%,9.09%,47.06%,,2024-12-18
229,11 Jun 2023,"1,590","1,498",75,17,448,426,12,10,28.18%,42.86%,31.25%,54.57%,28.44%,16%,58.82%,,2024-12-18
230,12 Jun 2023,"1,544","1,454",65,25,411,384,12,15,26.62%,43.25%,31.25%,55%,26.41%,18.46%,60%,,2024-12-18
231,13 Jun 2023,"1,934","1,813",77,44,453,428,3,22,23.42%,43.48%,31.56%,55.17%,23.61%,3.90%,50%,,2024-12-18
232,14 Jun 2023,"1,572","1,484",56,32,407,383,11,13,25.89%,43.16%,31.25%,55%,25.81%,19.64%,40.63%,,2024-12-18
233,15 Jun 2023,"1,549","1,425",77,47,340,317,1,22,21.95%,43.41%,31.58%,55.24%,22.25%,1.30%,46.81%,,2024-12-18
234,16 Jun 2023,"2,042","1,900",109,33,382,361,7,14,18.71%,43.28%,31.25%,55.32%,19%,6.42%,42.42%,,2024-12-18
235,17 Jun 2023,"2,256","2,114",103,39,401,377,7,17,17.77%,42.93%,31.17%,54.95%,17.83%,6.80%,43.59%,,2024-12-18
236,18 Jun 2023,"1,894","1,756",102,36,425,395,10,20,22.44%,43.20%,31.18%,55.08%,22.49%,9.80%,55.56%,,2024-12-18
237,19 Jun 2023,"1,767","1,657",85,25,375,356,5,14,21.22%,43.57%,31.31%,55.32%,21.48%,5.88%,56%,Roll-out of release: Started roll-out of 46 (1.2.0) at 100%.,2024-12-18
238,20 Jun 2023,"1,748","1,659",64,25,286,270,4,12,16.36%,43.75%,31.72%,55.56%,16.27%,6.25%,48%,,2024-12-18
239,21 Jun 2023,"1,769","1,634",76,59,368,328,5,35,20.80%,43.36%,31.48%,55.50%,20.07%,6.58%,59.32%,,2024-12-18
240,22 Jun 2023,"1,405","1,271",83,51,293,266,4,23,20.85%,43.48%,31.25%,55.56%,20.93%,4.82%,45.10%,,2024-12-18
241,23 Jun 2023,"1,236","1,119",78,39,285,252,8,25,23.06%,43.48%,31.11%,55.33%,22.52%,10.26%,64.10%,,2024-12-18
242,24 Jun 2023,"1,410","1,267",100,43,348,312,11,25,24.68%,43.04%,30.93%,54.79%,24.63%,11%,58.14%,,2024-12-18
243,25 Jun 2023,"1,520","1,397",93,30,310,286,6,18,20.39%,43.20%,31.03%,55.22%,20.47%,6.45%,60%,,2024-12-18
244,26 Jun 2023,"1,961","1,555",345,61,370,318,13,39,18.87%,43.33%,31.25%,55.26%,20.45%,3.77%,63.93%,,2024-12-18
245,27 Jun 2023,"2,417","1,638",723,56,339,300,14,25,14.03%,42.94%,31.15%,55.17%,18.32%,1.94%,44.64%,,2024-12-18
246,28 Jun 2023,"1,820","1,204",582,34,286,262,10,14,15.71%,43.27%,31.10%,55.56%,21.76%,1.72%,41.18%,,2024-12-18
247,29 Jun 2023,"1,599","1,095",475,29,225,197,11,17,14.07%,42.86%,30.80%,54.64%,17.99%,2.32%,58.62%,,2024-12-18
248,30 Jun 2023,"1,564","1,206",333,25,261,242,7,12,16.69%,42.89%,31.29%,55%,20.07%,2.10%,48%,,2024-12-18
249,1 Jul 2023,"1,471","1,366",78,27,310,291,8,11,21.07%,42.86%,31.02%,54.71%,21.30%,10.26%,40.74%,,2024-12-18
250,2 Jul 2023,"1,541","1,415",94,32,358,335,9,14,23.23%,43.18%,31.58%,55%,23.67%,9.57%,43.75%,,2024-12-18
251,3 Jul 2023,"1,440","1,266",111,63,359,311,9,39,24.93%,43.36%,31.52%,55%,24.57%,8.11%,61.90%,,2024-12-18
252,4 Jul 2023,"1,294","1,167",87,40,327,286,16,25,25.27%,43.30%,31.38%,54.84%,24.51%,18.39%,62.50%,,2024-12-18
253,5 Jul 2023,"1,340","1,174",106,60,380,335,10,35,28.36%,43.66%,31.63%,55.34%,28.53%,9.43%,58.33%,Roll-out of release: Started roll-out of 47 (1.2.1) at 100%.,2024-12-18
254,6 Jul 2023,"1,367","1,244",84,39,306,281,5,20,22.38%,43.63%,31.82%,55.19%,22.59%,5.95%,51.28%,,2024-12-18
255,7 Jul 2023,"1,673","1,526",107,40,311,285,7,19,18.59%,42.86%,31.25%,54.67%,18.68%,6.54%,47.50%,,2024-12-18
256,8 Jul 2023,"1,749","1,621",105,23,281,263,9,9,16.07%,42.84%,30.77%,54.61%,16.22%,8.57%,39.13%,,2024-12-18
257,9 Jul 2023,"1,558","1,435",105,18,309,288,12,9,19.83%,43.22%,31.41%,55.02%,20.07%,11.43%,50%,,2024-12-18
258,10 Jul 2023,"1,657","1,499",117,41,357,325,9,23,21.54%,43.48%,31.43%,55.26%,21.68%,7.69%,56.10%,,2024-12-18
259,11 Jul 2023,"2,140","1,978",127,35,350,323,8,19,16.36%,43.48%,31.73%,55.20%,16.33%,6.30%,54.29%,,2024-12-18
260,12 Jul 2023,"2,049","1,876",140,33,367,335,16,16,17.91%,43.23%,31.56%,54.81%,17.86%,11.43%,48.48%,,2024-12-18
261,13 Jul 2023,"1,593","1,471",104,18,312,296,9,7,19.59%,43.43%,31.58%,55.33%,20.12%,8.65%,38.89%,,2024-12-18
262,14 Jul 2023,"1,610","1,507",75,28,330,305,9,16,20.50%,43.19%,31.36%,55.27%,20.24%,12%,57.14%,,2024-12-18
263,15 Jul 2023,"1,794","1,702",68,24,365,345,6,14,20.35%,42.86%,30.56%,54.55%,20.27%,8.82%,58.33%,,2024-12-18
264,16 Jul 2023,"1,518","1,435",58,25,274,258,6,10,18.05%,43.40%,31.31%,55.36%,17.98%,10.34%,40%,,2024-12-18
265,17 Jul 2023,"1,937","1,826",90,21,341,324,7,10,17.60%,43.42%,31.80%,55%,17.74%,7.78%,47.62%,,2024-12-18
266,18 Jul 2023,"1,903","1,760",112,31,326,299,10,17,17.13%,43.14%,31.51%,54.59%,16.99%,8.93%,54.84%,,2024-12-18
267,19 Jul 2023,"1,872","1,728",107,37,349,326,3,20,18.64%,43.30%,31.35%,54.69%,18.87%,2.80%,54.05%,,2024-12-18
268,20 Jul 2023,"1,934","1,826",86,22,356,335,7,14,18.41%,43.33%,31.48%,55%,18.35%,8.14%,63.64%,,2024-12-18
269,21 Jul 2023,"2,079","2,007",50,22,392,372,6,14,18.86%,43.48%,31.77%,55.30%,18.54%,12%,63.64%,,2024-12-18
270,22 Jul 2023,"1,804","1,707",72,25,327,308,8,11,18.13%,43.10%,31.37%,54.86%,18.04%,11.11%,44%,,2024-12-18
271,23 Jul 2023,"1,864","1,769",72,23,358,336,9,13,19.21%,43.75%,31.82%,55.56%,18.99%,12.50%,56.52%,,2024-12-18
272,24 Jul 2023,"1,966","1,876",68,22,326,302,11,13,16.58%,43.86%,31.98%,55.48%,16.10%,16.18%,59.09%,,2024-12-18
273,25 Jul 2023,"2,054","1,934",97,23,311,287,8,16,15.14%,43.75%,32.08%,55.56%,14.84%,8.25%,69.57%,,2024-12-18
274,26 Jul 2023,"2,301","2,168",109,24,289,270,11,8,12.56%,43.64%,31.97%,55.56%,12.45%,10.09%,33.33%,,2024-12-18
275,27 Jul 2023,"2,633","2,544",68,21,434,412,7,15,16.48%,43.75%,31.75%,55.48%,16.19%,10.29%,71.43%,,2024-12-18
276,28 Jul 2023,"2,442","2,327",100,15,347,335,6,6,14.21%,43.75%,31.56%,55.56%,14.40%,6%,40%,,2024-12-18
277,29 Jul 2023,"3,047","2,887",141,19,405,391,7,7,13.29%,43.18%,31.48%,55.40%,13.54%,4.96%,36.84%,,2024-12-18
278,30 Jul 2023,"2,364","2,220",110,34,401,376,7,18,16.96%,43.97%,31.88%,55.56%,16.94%,6.36%,52.94%,,2024-12-18
279,31 Jul 2023,"2,319","2,205",88,26,374,352,13,9,16.13%,43.64%,32%,55.49%,15.96%,14.77%,34.62%,,2024-12-18
280,1 Aug 2023,"2,238","2,094",125,19,368,341,17,10,16.44%,44.44%,32.26%,56.41%,16.28%,13.60%,52.63%,,2024-12-18
281,2 Aug 2023,"2,275","2,180",79,16,357,341,6,10,15.69%,43.93%,32.04%,55.56%,15.64%,7.59%,62.50%,,2024-12-18
282,3 Aug 2023,"2,036","1,960",62,14,311,299,5,7,15.28%,44.17%,31.98%,56.07%,15.26%,8.06%,50%,,2024-12-18
283,4 Aug 2023,"2,737","2,632",79,26,420,403,7,10,15.35%,44%,31.95%,55.88%,15.31%,8.86%,38.46%,,2024-12-18
284,5 Aug 2023,"2,828","2,682",121,25,405,383,10,12,14.32%,43.64%,31.46%,55.56%,14.28%,8.26%,48%,,2024-12-18
285,6 Aug 2023,"2,708","2,567",111,30,439,421,8,10,16.21%,43.75%,31.84%,55.56%,16.40%,7.21%,33.33%,,2024-12-18
286,7 Aug 2023,"2,589","2,466",92,31,593,561,11,21,22.90%,43.78%,31.82%,55.48%,22.75%,11.96%,67.74%,,2024-12-18
287,8 Aug 2023,"2,385","2,265",89,31,518,494,9,15,21.72%,43.82%,31.87%,55.38%,21.81%,10.11%,48.39%,,2024-12-18
288,9 Aug 2023,"2,147","2,037",94,16,451,439,2,10,21.01%,43.87%,32%,55.56%,21.55%,2.13%,62.50%,,2024-12-18
289,10 Aug 2023,"2,541","2,400",116,25,552,524,16,12,21.72%,43.92%,31.94%,55.56%,21.83%,13.79%,48%,,2024-12-18
290,11 Aug 2023,"2,394","2,248",123,23,511,485,11,15,21.35%,43.92%,31.86%,55.35%,21.57%,8.94%,65.22%,,2024-12-18
291,12 Aug 2023,"2,452","2,209",205,38,518,471,20,27,21.13%,43.48%,31.46%,55.26%,21.32%,9.76%,71.05%,,2024-12-18
292,13 Aug 2023,"1,991","1,803",163,25,484,452,17,15,24.31%,43.70%,31.52%,55.56%,25.07%,10.43%,60%,,2024-12-18
293,14 Aug 2023,"2,247","2,054",164,29,554,521,10,23,24.66%,43.96%,31.64%,55.56%,25.37%,6.10%,79.31%,Roll-out of release: Started roll-out of 48 (1.3.0) at 100%.,2024-12-18
294,15 Aug 2023,"2,478","2,251",191,36,625,580,21,24,25.22%,43.99%,32.02%,55.72%,25.77%,10.99%,66.67%,,2024-12-18
295,16 Aug 2023,"2,289","2,108",137,44,519,481,16,22,22.67%,43.68%,31.83%,55.56%,22.82%,11.68%,50%,,2024-12-18
296,17 Aug 2023,"2,378","2,190",152,36,532,494,19,19,22.37%,44.03%,31.82%,55.57%,22.56%,12.50%,52.78%,,2024-12-18
297,18 Aug 2023,"2,958","2,726",157,75,617,553,16,48,20.86%,43.93%,31.70%,55.56%,20.29%,10.19%,64%,,2024-12-18
298,19 Aug 2023,"3,103","2,875",145,83,610,545,14,51,19.66%,43.46%,31.44%,55.29%,18.96%,9.66%,61.45%,,2024-12-18
299,20 Aug 2023,"2,429","2,273",122,34,511,477,13,21,21.04%,44.12%,31.94%,55.81%,20.99%,10.66%,61.76%,,2024-12-18
300,21 Aug 2023,"2,739","2,574",134,31,549,510,22,17,20.04%,43.80%,31.86%,55.56%,19.81%,16.42%,54.84%,,2024-12-18
301,22 Aug 2023,"2,796","2,615",156,25,487,463,14,10,17.42%,44.22%,31.91%,55.69%,17.71%,8.97%,40%,,2024-12-18
302,23 Aug 2023,"2,749","2,563",161,25,507,478,15,14,18.44%,43.90%,32.14%,55.60%,18.65%,9.32%,56%,,2024-12-18
303,24 Aug 2023,"2,535","2,369",134,32,441,413,14,14,17.40%,44%,31.85%,55.56%,17.43%,10.45%,43.75%,,2024-12-18
304,25 Aug 2023,"2,362","2,250",86,26,477,465,7,5,20.19%,43.48%,31.35%,55.42%,20.67%,8.14%,19.23%,,2024-12-18
305,26 Aug 2023,"2,566","2,456",91,19,428,409,12,7,16.68%,43.39%,31.11%,55.56%,16.65%,13.19%,36.84%,,2024-12-18
306,27 Aug 2023,"2,200","2,107",78,15,466,455,7,4,21.18%,43.75%,31.47%,55.74%,21.59%,8.97%,26.67%,,2024-12-18
307,28 Aug 2023,"2,190","2,098",73,19,509,490,8,11,23.24%,43.90%,31.91%,55.56%,23.36%,10.96%,57.89%,,2024-12-18
308,29 Aug 2023,"1,900","1,809",67,24,367,341,14,12,19.32%,43.86%,31.90%,56.06%,18.85%,20.90%,50%,Roll-out of release: Started roll-out of 49 (1.3.1) at 100%.,2024-12-18
309,30 Aug 2023,"2,277","2,189",60,28,478,455,11,12,20.99%,43.68%,31.51%,55.56%,20.79%,18.33%,42.86%,,2024-12-18
310,31 Aug 2023,"1,985","1,910",56,19,406,396,5,5,20.45%,44.34%,32.06%,56.01%,20.73%,8.93%,26.32%,,2024-12-18
311,1 Sept 2023,"2,363","2,288",59,16,496,477,14,5,20.99%,43.64%,31.67%,55.56%,20.85%,23.73%,31.25%,,2024-12-18
312,2 Sept 2023,"1,970","1,895",59,16,442,428,9,5,22.44%,43.54%,31.27%,55.56%,22.59%,15.25%,31.25%,,2024-12-18
313,3 Sept 2023,"2,000","1,941",36,23,536,516,10,10,26.80%,44.23%,32.02%,56.17%,26.58%,27.78%,43.48%,,2024-12-18
314,4 Sept 2023,"2,360","2,275",62,23,648,626,8,14,27.46%,44.39%,32.20%,56.33%,27.52%,12.90%,60.87%,,2024-12-18
315,5 Sept 2023,"2,303","2,219",53,31,571,549,4,18,24.79%,44.29%,32.25%,56.23%,24.74%,7.55%,58.06%,Roll-out of release: Started roll-out of 51 (1.4.0) at 100%.,2024-12-18
316,6 Sept 2023,"2,565","2,472",67,26,565,546,10,9,22.03%,44.44%,32.39%,56.25%,22.09%,14.93%,34.62%,,2024-12-18
